	SVL	Mass
Demansia_shinei	808.0	151.1
Demansia_simplex	600.0	73.8
Demansia_torquata	825.0	158.8
Demansia_vestigiata	1200.0	391.4
Dendragama_boulengeri	75.0	13.7
Dendrelaphis_andamanensis	1200.0	186.2
Dendrelaphis_ashoki	1025.0	124.8
Dendrelaphis_bifrenalis	900.0	89.7
Dendrelaphis_biloreatus	900.0	89.7
Dendrelaphis_calligastra	1270.0	215.1
Dendrelaphis_caudolineatus	1800.0	521.4
Dendrelaphis_caudolineolatus	1500.0	328.2
Dendrelaphis_chairecacos	1135.0	161.7
Dendrelaphis_cyanochloris	1330.0	241.8
Dendrelaphis_flavescens	1260.0	210.8
Dendrelaphis_formosus	1560.0	362.5
Dendrelaphis_fuliginosus	1305.0	230.4
Dendrelaphis_gastrostictus	1120.0	156.3
Dendrelaphis_girii	743.0	104.0
Dendrelaphis_grandoculis	1280.0	219.4
Dendrelaphis_grismeri	775.0	116.2
Dendrelaphis_haasi	945.0	101.5
Dendrelaphis_hollinrakei	1200.0	186.2
Dendrelaphis_humayuni	830.0	73.0
Dendrelaphis_inornatus	1200.0	186.2
Dendrelaphis_kopsteini	1430.0	290.7
Dendrelaphis_levitoni	1305.0	230.4
Dendrelaphis_lorentzi	820.0	70.8
Dendrelaphis_luzonensis	1295.0	447.6
Dendrelaphis_marenae	1310.0	232.7
Dendrelaphis_modestus	1340.0	246.4
Dendrelaphis_ngansonensis	1500.0	328.2
Dendrelaphis_nigroserratus	1560.0	362.5
Dendrelaphis_oliveri	756.0	57.6
Dendrelaphis_papuensis	1050.0	132.7
Dendrelaphis_philippinensis	1195.0	184.3
Dendrelaphis_pictus	1430.0	290.7
Dendrelaphis_punctulatus	2000.0	681.3
Dendrelaphis_salomonis	1000.0	117.2
Dendrelaphis_schokari	735.0	53.6
Dendrelaphis_striatus	1000.0	117.2
Dendrelaphis_subocularis	1130.0	159.9
Dendrelaphis_terrificus	1160.0	170.9
Dendrelaphis_tristis	1690.0	444.2
Dendrelaphis_underwoodi	900.0	89.7
Dendrelaphis_walli	905.0	91.0
Dendroaspis_angusticeps	2500.0	2290.0
Dendroaspis_jamesoni	2640.0	2611.0
Dendroaspis_polylepis	4250.0	8213.6
Dendroaspis_viridis	2300.0	1873.6
Dendrolycus_elapoides	410.0	12.2
Dendrophidion_apharocybe	1045.0	131.1
Dendrophidion_atlantica	1162.0	171.6
Dendrophidion_bivittatus	839.0	75.1
Dendrophidion_boshelli	1200.0	186.2
Dendrophidion_brunneum	867.0	81.6
Dendrophidion_clarkii	1550.0	356.7
Dendrophidion_crybelum	925.0	96.2
Dendrophidion_dendrophis	1183.0	179.6
Dendrophidion_graciliverpa	1054.0	134.0
Dendrophidion_nuchale	1530.0	345.1
Dendrophidion_paucicarinatum	1400.0	275.4
Dendrophidion_percarinatum	1175.0	176.5
Dendrophidion_prolixum	1003.0	118.1
Dendrophidion_rufiterminorum	1561.0	363.1
Dendrophidion_vinitor	980.0	111.4
Denisonia_devisi	600.0	73.8
Denisonia_maculata	500.0	47.6
Diadophis_punctatus	870.0	118.5
Diaphorolepis_laevis	495.0	28.3
Diaphorolepis_wagneri	684.0	64.4
Dibamus_alfredi	135.0	4.9
Dibamus_bogadeki	180.0	9.6
Dibamus_booliati	102.7	2.6
Dibamus_bourreti	180.0	9.6
Dibamus_celebensis	188.0	10.6
Dibamus_dalaiensis	127.6	4.3
Dibamus_deharvengi	92.0	2.0
Dibamus_dezwaani	123.1	4.0
Dibamus_greeri	86.0	1.7
Dibamus_ingeri	96.0	2.3
Dibamus_kondaoensis	112.4	3.2
Dibamus_leucurus	136.0	5.0
Dibamus_montanus	130.0	4.5
Dibamus_nicobaricum	134.7	4.9
Dibamus_novaeguineae	165.0	7.8
Dibamus_seramensis	203.0	12.6
Dibamus_smithi	108.0	3.0
Dibamus_somsaki	106.6	2.9
Dibamus_taylori	169.0	8.3
Dibamus_tebal	133.5	11.1
Dibamus_tiomanensis	135.0	4.9
Dibamus_vorisi	90.1	1.9
Dicrodon_guttulatum	163.0	135.8
Dicrodon_heterolepis	124.0	52.4
Dicrodon_holmbergi	139.0	79.1
Dierogekko_inexpectatus	39.5	1.2
Dierogekko_insularis	41.4	1.4
Dierogekko_kaalaensis	45.4	1.8
Dierogekko_koniambo	43.0	1.5
Dierogekko_nehoueensis	40.3	1.3
Dierogekko_poumensis	38.3	1.1
Dierogekko_thomaswhitei	44.9	1.8
Dierogekko_validiclavis	45.0	1.8
Dieurostus_dussumieri	744.0	517.2
Dinarolacerta_montenegrina	63.8	6.1
Dinarolacerta_mosorensis	80.0	11.8
Diplodactylus_barraganae	49.5	2.4
Diplodactylus_bilybara	60.8	4.5
Diplodactylus_calcicolus	58.0	3.9
Diplodactylus_capensis	66.5	5.9
Diplodactylus_conspicillatus	65.0	5.5
Diplodactylus_custos	58.2	3.9
Diplodactylus_fulleri	51.0	2.6
Diplodactylus_furcosus	57.0	3.7
Diplodactylus_galaxias	46.0	1.9
Diplodactylus_galeatus	55.0	3.3
Diplodactylus_granariensis	72.0	7.5
Diplodactylus_kenneallyi	48.0	2.2
Diplodactylus_klugei	58.0	3.9
Diplodactylus_lateroides	51.0	2.6
Diplodactylus_mitchelli	77.0	9.2
Diplodactylus_nebulosus	56.0	3.5
Diplodactylus_ornatus	58.0	3.9
Diplodactylus_polyophthalmus	56.0	3.5
Diplodactylus_pulcher	62.0	4.7
Diplodactylus_savagei	50.0	2.5
Diplodactylus_tessellatus	58.0	3.9
Diplodactylus_vittatus	59.5	4.2
Diplodactylus_wiru	59.5	4.2
Diploglossus_atitlanensis	119.5	29.1
Diploglossus_bilobatus	99.0	15.1
Diploglossus_delasagra	121.0	30.4
Diploglossus_fasciatus	170.0	99.3
Diploglossus_garridoi	103.0	17.4
Diploglossus_ingridae	105.0	18.6
Diploglossus_legnotus	113.0	24.0
Diploglossus_lessonae	162.0	84.0
Diploglossus_microcephalus	53.0	1.7
Diploglossus_microlepis	74.0	5.5
Diploglossus_millepunctatus	280.0	563.8
Diploglossus_monotropis	215.0	224.8
Diploglossus_montisilvestris	100.0	15.7
Diploglossus_montisserrati	180.0	121.2
Diploglossus_nigropunctatus	121.0	30.4
Diploglossus_owenii	64.0	3.3
Diploglossus_pleii	160.0	80.4
Diplolaemus_bibronii	120.0	56.2
Diplolaemus_darwinii	120.0	56.2
Diplolaemus_leopardinus	80.0	14.2
Diplolaemus_sexcinctus	120.0	56.2
Diplometopon_zarudnyi	185.0	6.5
Diporiphora_adductus	67.5	9.9
Diporiphora_albilabris	59.5	6.7
Diporiphora_ameliae	66.9	9.6
Diporiphora_amphiboluroides	99.0	27.6
Diporiphora_arnhemica	63.0	8.0
Diporiphora_australis	77.0	14.8
Diporiphora_bennettii	80.0	16.7
Diporiphora_bilineata	70.0	11.0
Diporiphora_convergens	34.0	1.2
Diporiphora_lalliae	76.0	14.3
Diporiphora_linga	61.0	7.2
Diporiphora_magna	90.0	24.1
Diporiphora_margaretae	59.0	6.5
Diporiphora_nobbi	84.0	19.4
Diporiphora_paraconvergens	60.0	6.8
Diporiphora_phaeospinosa	75.0	13.7
Diporiphora_pindan	61.0	7.2
Diporiphora_reginae	72.0	12.1
Diporiphora_superba	95.0	28.5
Diporiphora_valens	78.0	15.5
Diporiphora_vescus	62.5	7.8
Diporiphora_winneckei	70.0	11.0
Dipsadoboa_aulica	720.0	50.9
Dipsadoboa_brevirostris	800.0	66.5
Dipsadoboa_duchesnii	1400.0	275.4
Dipsadoboa_flavida	630.0	36.3
Dipsadoboa_shrevei	1241.0	202.8
Dipsadoboa_underwoodi	610.0	33.4
Dipsadoboa_unicolor	1280.0	219.4
Dipsadoboa_viridis	1240.0	202.4
Dipsadoboa_weileri	960.0	105.7
Dipsadoboa_werneri	1180.0	178.4
Dipsas_albifrons	590.0	75.4
Dipsas_alternans	602.0	79.3
Dipsas_andiana	843.0	109.4
Dipsas_articulata	712.0	71.3
Dipsas_baliomelas	393.0	15.8
Dipsas_bicolor	482.0	26.5
Dipsas_brevifacies	596.0	45.4
Dipsas_bucephala	501.0	49.6
Dipsas_catesbyi	705.0	69.5
Dipsas_chaparensis	1070.0	346.1
Dipsas_copei	1000.0	168.7
Dipsas_elegans	919.0	136.1
Dipsas_ellipsifera	630.0	52.3
Dipsas_gaigeae	592.0	44.6
Dipsas_gracilis	770.0	86.9
Dipsas_incerta	745.0	79.9
Dipsas_indica	1028.0	180.9
Dipsas_maxillaris	405.0	17.0
Dipsas_neivai	680.0	63.4
Dipsas_nicholsi	821.0	102.3
Dipsas_oreas	302.0	8.1
Dipsas_pakaraima	794.0	94.0
Dipsas_pavonina	765.0	85.5
Dipsas_peruana	950.0	148.1
Dipsas_praeornata	733.0	76.7
Dipsas_pratti	670.0	104.4
Dipsas_sanctijoannis	515.0	31.3
Dipsas_sazimai	498.0	48.8
Dipsas_schunkii	920.0	136.5
Dipsas_temporalis	680.0	63.4
Dipsas_tenuissima	555.0	37.9
Dipsas_trinitatis	520.0	32.1
Dipsas_variegata	912.0	133.5
Dipsas_vermiculata	610.0	48.2
Dipsas_viguieri	637.0	53.7
Dipsina_multimaculata	500.0	21.3
Dipsosaurus_dorsalis	154.0	159.7
Dispholidus_typus	1850.0	558.9
Ditaxodon_taeniatus	894.0	126.9
Ditypophis_vivax	304.8	8.6
Dixonius_aaronbaueri	38.6	1.4
Dixonius_hangseesom	42.1	1.8
Dixonius_melanostictus	50.0	2.8
Dixonius_siamensis	57.0	4.0
Dixonius_vietnamensis	46.5	2.3
Djokoiskandarus_annulata	630.0	125.4
Dolichophis_caspius	2500.0	1200.5
Dolichophis_jugularis	2500.0	1200.5
Dolichophis_schmidti	1600.0	386.6
Dopasia_buettikoferi	125.0	6.9
Dopasia_gracilis	350.0	136.0
Dopasia_hainanensis	285.0	75.1
Dopasia_harti	286.0	75.9
Dopasia_ludovici	195.0	25.1
Dopasia_sokolovi	176.0	18.6
Dopasia_wegneri	175.0	18.3
Dracaena_guianensis	412.0	2428.5
Dracaena_paraguayensis	450.0	3195.1
Draco_abbreviatus	132.0	19.6
Draco_beccarii	81.0	5.4
Draco_biaro	76.1	4.6
Draco_bimaculatus	73.0	4.1
Draco_blanfordii	135.0	20.8
Draco_boschmai	90.6	7.3
Draco_bourouniensis	91.0	7.3
Draco_caerulhians	82.0	5.6
Draco_cornutus	92.0	7.6
Draco_cristatellus	91.7	7.5
Draco_cyanopterus	95.0	8.2
Draco_dussumieri	97.0	8.7
Draco_fimbriatus	132.1	19.7
Draco_formosus	110.0	12.1
Draco_guentheri	98.4	9.0
Draco_haematopogon	104.0	10.4
Draco_indochinensis	112.0	12.7
Draco_iskandari	77.5	4.8
Draco_jareckii	90.0	7.1
Draco_lineatus	91.0	7.3
Draco_maculatus	87.0	6.5
Draco_maximus	153.0	29.0
Draco_melanopogon	93.2	7.8
Draco_mindanensis	110.0	12.1
Draco_modiglianii	74.2	4.3
Draco_norvillii	112.0	12.7
Draco_obscurus	114.0	13.3
Draco_ornatus	92.1	7.6
Draco_palawanensis	85.0	6.1
Draco_quadrasi	89.4	6.4
Draco_quinquefasciatus	110.0	12.1
Draco_reticulatus	132.0	19.6
Draco_rhytisma	85.0	6.1
Draco_spilonotus	80.0	5.2
Draco_spilopterus	103.0	10.2
Draco_sumatranus	91.0	7.3
Draco_supriatnai	83.0	5.8
Draco_taeniopterus	83.0	5.8
Draco_timorensis	93.0	7.8
Draco_volans	96.0	8.5
Draco_walkeri	91.5	7.4
Drepanoides_anomalus	837.0	107.4
Dromicodryas_bernieri	1100.0	196.7
Dromicodryas_quadrilineatus	1200.0	251.4
Dryadosaura_nordestina	57.0	4.2
Drymarchon_caudomaculatus	1732.0	472.8
Drymarchon_corais	2630.0	1365.4
Drymarchon_couperi	2629.0	1364.1
Drymarchon_margaritae	1545.0	353.7
Drymarchon_melanurus	2950.0	1827.6
Drymobius_chloroticus	1200.0	186.2
Drymobius_margaritiferus	1340.0	246.4
Drymobius_melanotropis	1300.0	228.2
Drymobius_rhombifer	1270.0	215.1
Drymoluber_apurimacensis	944.0	101.3
Drymoluber_brazili	1000.0	117.2
Drymoluber_dichrous	1300.0	228.2
Dryocalamus_davisonii	920.0	94.9
Dryocalamus_gracilis	620.0	34.8
Dryocalamus_nympha	535.0	23.9
Dryocalamus_philippinus	375.0	9.7
Dryocalamus_subannulatus	700.0	47.4
Dryocalamus_tristrigatus	650.0	39.3
Dryophiops_philippina	806.0	67.8
Dryophiops_rubescens	1200.0	186.2
Drysdalia_coronoides	450.0	36.9
Drysdalia_mastersii	400.0	27.8
Drysdalia_rhodogaster	400.0	27.8
Duberria_lutrix	450.0	15.8
Duberria_rhodesiana	389.0	10.5
Duberria_shirana	438.0	14.6
Duberria_variegata	400.0	11.3
Ebenavia_inunguis	42.0	1.7
Ebenavia_maintimainty	24.0	0.4
Echinanthera_amoena	590.0	44.2
Echinanthera_cephalomaculata	561.0	38.9
Echinanthera_cephalostriata	471.0	42.3
Echinanthera_cyanopleura	465.0	41.0
Echinanthera_melanostigma	770.0	86.9
Echinanthera_undulata	480.0	44.4
Echinosaura_brachycephala	78.0	11.7
Echinosaura_horrida	86.0	16.2
Echinosaura_orcesi	81.0	13.3
Echinosaura_palmeri	70.0	8.2
Echinosaura_panamensis	74.0	9.9
Echinosaura_sulcarostrum	42.0	1.5
Echiopsis_curta	600.0	73.8
Echis_borkini	555.0	93.9
Echis_carinatus	800.0	272.3
Echis_coloratus	900.0	383.6
Echis_hughesi	850.0	324.8
Echis_jogeri	300.0	15.7
Echis_khosatzkii	600.0	117.9
Echis_leucogaster	870.0	347.5
Echis_megalocephalus	560.0	96.4
Echis_ocellatus	670.0	162.5
Echis_omanensis	800.0	272.3
Echis_pyramidum	850.0	324.8
Ecpleopus_gaudichaudii	43.2	1.7
Egernia_cunninghami	250.0	414.9
Egernia_cygnitos	117.5	36.2
Egernia_depressa	117.0	35.7
Egernia_douglasi	170.0	119.4
Egernia_eos	110.0	29.3
Egernia_epsisolus	110.0	29.3
Egernia_formosa	107.0	26.8
Egernia_hosmeri	180.0	143.6
Egernia_kingii	250.0	414.9
Egernia_mcpheei	143.0	68.3
Egernia_napoleonis	133.0	54.1
Egernia_pilbarensis	121.0	39.8
Egernia_richardi	105.0	25.2
Egernia_rugosa	223.0	286.9
Egernia_saxatilis	135.0	56.7
Egernia_stokesii	207.0	225.6
Egernia_striolata	119.0	37.8
Eirenis_africana	450.0	15.4
Eirenis_aurolineatus	480.0	18.2
Eirenis_barani	492.0	19.4
Eirenis_collaris	403.0	11.7
Eirenis_coronella	310.0	6.0
Eirenis_coronelloides	334.0	7.2
Eirenis_decemlineatus	807.0	68.0
Eirenis_eiselti	400.0	11.4
Eirenis_hakkariensis	400.0	11.4
Eirenis_kermanensis	308.0	5.9
Eirenis_levantinus	462.0	16.5
Eirenis_lineomaculatus	316.0	6.3
Eirenis_medus	310.0	6.0
Eirenis_modestus	600.0	32.0
Eirenis_persicus	1080.0	142.5
Eirenis_punctatolineatus	600.0	32.0
Eirenis_rechingeri	340.0	7.6
Eirenis_rothii	350.0	8.2
Eirenis_thospitis	540.0	24.5
Elachistodon_westermanni	800.0	66.5
Elaphe_anomala	1800.0	521.4
Elaphe_bimaculata	800.0	66.5
Elaphe_carinata	2500.0	1200.5
Elaphe_climacophora	2000.0	681.3
Elaphe_davidi	960.0	203.9
Elaphe_dione	1000.0	117.2
Elaphe_quadrivirgata	1500.0	328.2
Elaphe_quatuorlineata	2000.0	681.3
Elaphe_sauromates	2000.0	681.3
Elaphe_schrenckii	1700.0	450.9
Elaphe_zoigeensis	880.0	84.7
Elapognathus_coronatus	690.0	103.3
Elapognathus_minor	500.0	47.6
Elapoidis_fusca	500.0	20.2
Elapomorphus_quinquelineatus	1000.0	168.7
Elapomorphus_spegazzinii	370.0	13.6
Elapomorphus_wuchereri	1180.0	256.6
Elapotinus_picteti	250.0	3.0
Elapsoidea_boulengeri	770.0	134.5
Elapsoidea_broadleyi	380.0	24.6
Elapsoidea_chelazziorum	420.0	31.3
Elapsoidea_guentherii	620.0	79.9
Elapsoidea_laticincta	560.0	62.5
Elapsoidea_loveridgei	680.0	99.7
Elapsoidea_nigra	600.0	73.8
Elapsoidea_semiannulata	600.0	73.8
Elapsoidea_sundevallii	1000.0	252.3
Elapsoidea_trapei	700.0	106.9
Elasmodactylus_tetensis	100.0	19.1
Elasmodactylus_tuberculosus	79.0	9.9
Elgaria_cedrosensis	96.0	13.6
Elgaria_coerulea	136.0	45.7
Elgaria_kingii	140.0	50.5
Elgaria_multicarinata	178.0	116.5
Elgaria_panamintina	152.0	67.3
Elgaria_paucicarinata	120.0	29.5
Elgaria_velazquezi	126.0	35.0
Emmochliophis_fugleri	400.0	16.5
Emmochliophis_miops	385.0	15.0
Emoia_adspersa	93.0	17.0
Emoia_aenea	71.8	7.4
Emoia_ahli	62.0	4.6
Emoia_aneityumensis	95.5	18.6
Emoia_arnoensis	101.0	22.2
Emoia_atrocostata	100.0	21.5
Emoia_aurulenta	49.5	2.2
Emoia_battersbyi	77.2	9.3
Emoia_baudini	68.0	6.2
Emoia_bismarckensis	72.0	7.5
Emoia_boettgeri	77.0	9.3
Emoia_bogerti	59.0	3.9
Emoia_brongersmai	69.8	6.7
Emoia_caeruleocauda	66.0	5.6
Emoia_callisticta	56.0	3.3
Emoia_campbelli	98.0	20.2
Emoia_coggeri	49.8	2.3
Emoia_concolor	95.0	18.2
Emoia_cyanogaster	99.0	20.8
Emoia_cyanura	65.0	5.4
Emoia_cyclops	57.1	3.5
Emoia_digul	56.8	3.5
Emoia_erronan	101.0	22.2
Emoia_flavigularis	75.5	8.7
Emoia_guttata	73.0	7.8
Emoia_impar	50.0	2.3
Emoia_irianensis	63.6	5.0
Emoia_isolata	60.0	4.1
Emoia_jakati	53.3	2.8
Emoia_jamur	51.3	2.5
Emoia_kitcheneri	39.0	1.0
Emoia_klossi	90.5	15.6
Emoia_kordoana	60.8	4.3
Emoia_kuekenthali	79.9	10.4
Emoia_laobaoense	74.0	8.1
Emoia_lawesi	106.0	26.0
Emoia_longicauda	100.0	21.5
Emoia_loveridgei	46.0	1.8
Emoia_loyaltiensis	83.2	11.9
Emoia_maculata	70.0	6.8
Emoia_maxima	47.0	1.9
Emoia_mivarti	56.5	3.4
Emoia_mokolahi	105.2	25.4
Emoia_mokosariniveikau	55.1	3.1
Emoia_montana	70.2	6.9
Emoia_nativittatis	78.0	9.7
Emoia_nigra	128.0	47.8
Emoia_nigromarginata	80.0	10.5
Emoia_obscura	63.5	5.0
Emoia_oribata	77.1	9.3
Emoia_oriva	89.9	15.3
Emoia_pallidiceps	61.5	4.5
Emoia_paniai	50.4	2.4
Emoia_parkeri	53.8	2.9
Emoia_physicae	77.6	9.5
Emoia_physicina	50.7	2.4
Emoia_ponapea	50.8	2.4
Emoia_popei	65.0	5.4
Emoia_pseudocyanura	70.0	6.8
Emoia_pseudopallidiceps	64.3	5.2
Emoia_reimschiisseli	78.0	9.7
Emoia_rennellensis	45.0	1.6
Emoia_ruficauda	54.0	2.9
Emoia_rufilabialis	65.4	5.5
Emoia_samoensis	118.0	36.7
Emoia_sanfordi	116.2	35.0
Emoia_schmidti	63.3	4.9
Emoia_similis	45.0	1.6
Emoia_slevini	84.0	12.3
Emoia_sorex	59.2	4.0
Emoia_submetallica	64.0	5.1
Emoia_taumakoensis	59.0	3.9
Emoia_tetrataenia	63.5	5.0
Emoia_tongana	74.9	8.5
Emoia_tropidolepis	73.4	7.9
Emoia_trossula	108.5	28.0
Emoia_tuitarere	93.0	17.0
Emoia_veracunda	52.7	2.7
Emydocephalus_annulatus	900.0	195.8
Emydocephalus_ijimae	866.0	178.5
Emydocephalus_szczerbaki	697.0	105.8
Enhydris_chanardi	547.0	75.2
Enhydris_enhydris	972.0	601.7
Enhydris_innominata	175.0	1.2
Enhydris_jagorii	515.0	60.5
Enhydris_longicauda	803.0	301.5
Enhydris_subtaeniata	870.0	402.9
Enuliophis_sclateri	550.0	37.0
Enulius_bifoveatus	321.0	9.5
Enulius_flavitorques	500.0	29.1
Enulius_oligostichus	280.0	6.7
Enulius_roatanensis	346.0	11.4
Enyalioides_altotambo	132.0	43.3
Enyalioides_anisolepis	130.0	41.2
Enyalioides_azulae	96.0	24.9
Enyalioides_binzayedi	122.0	54.1
Enyalioides_cofanorum	140.0	84.5
Enyalioides_heterolepis	138.0	80.7
Enyalioides_laticeps	157.0	122.5
Enyalioides_microlepis	127.0	61.6
Enyalioides_oshaughnessyi	192.0	235.4
Enyalioides_palpebralis	122.0	54.1
Enyalioides_praestabilis	128.0	63.2
Enyalioides_rubrigularis	130.0	66.5
Enyalioides_rudolfarndti	116.0	45.9
Enyalioides_sophiarothschildae	135.0	75.1
Enyalioides_touzeti	136.0	76.9
Enyalius_bibronii	108.2	34.6
Enyalius_bilineatus	105.0	35.8
Enyalius_boulengeri	117.0	51.6
Enyalius_brasiliensis	117.0	51.6
Enyalius_catenatus	110.0	41.9
Enyalius_erythroceneus	90.0	21.2
Enyalius_iheringii	124.0	62.8
Enyalius_leechii	115.0	48.7
Enyalius_perditus	93.0	23.7
Enyalius_pictus	111.0	43.2
Epacrophis_boulengeri	203.0	2.4
Epacrophis_drewesi	143.0	1.1
Epacrophis_reticulatus	201.0	2.3
Ephalophis_greyae	500.0	47.6
Epicrates_alvarezi	1613.0	1883.7
Epicrates_assisi	1610.0	1873.7
Epicrates_cenchria	2200.0	4570.5
Epicrates_crassus	1371.0	1615.9
Epicrates_maurus	1700.0	2188.6
Epictia_albipuncta	355.0	8.0
Epictia_alfredschmidti	255.0	3.9
Epictia_ater	185.0	1.9
Epictia_australis	160.0	1.4
Epictia_borapeliotes	186.0	2.0
Epictia_clinorostris	206.0	2.4
Epictia_collaris	150.0	1.2
Epictia_columbi	180.0	2.1
Epictia_diaplocia	211.0	2.6
Epictia_goudotii	185.0	1.9
Epictia_magnamaculata	195.0	2.2
Epictia_melanurus	135.0	1.0
Epictia_munoai	200.0	2.3
Epictia_nasalis	146.0	1.2
Epictia_peruviana	148.0	1.2
Epictia_rufidorsa	241.0	3.4
Epictia_signata	150.0	1.2
Epictia_striatula	240.0	3.4
Epictia_subcrotilla	184.0	1.9
Epictia_teaguei	150.0	1.2
Epictia_tenella	250.0	3.7
Epictia_tesselata	102.0	0.5
Epictia_tricolor	324.0	6.5
Epictia_undecimstriata	341.0	7.3
Epictia_unicolor	172.0	1.6
Epictia_vellardi	200.0	2.3
Eremias_acutirostris	80.0	11.8
Eremias_afghanistanica	67.0	7.0
Eremias_andersoni	40.0	1.5
Eremias_argus	67.6	7.2
Eremias_arguta	100.0	22.9
Eremias_aria	61.0	5.3
Eremias_brenchleyi	69.0	7.6
Eremias_buechneri	66.0	6.7
Eremias_cholistanica	53.0	3.5
Eremias_fasciata	65.0	6.4
Eremias_grammica	100.0	22.9
Eremias_intermedia	69.0	7.6
Eremias_kavirensis	83.0	13.2
Eremias_kokshaaliensis	57.0	4.4
Eremias_lalezharica	71.0	8.3
Eremias_lineolata	55.1	3.9
Eremias_montana	59.5	4.9
Eremias_multiocellata	78.0	11.0
Eremias_nigrocellata	83.2	13.3
Eremias_nikolskii	75.0	9.8
Eremias_papenfussi	62.0	5.6
Eremias_persica	98.0	21.5
Eremias_pleskei	60.0	5.1
Eremias_przewalskii	98.0	21.5
Eremias_quadrifrons	100.0	22.9
Eremias_regeli	70.0	8.0
Eremias_scripta	66.0	6.7
Eremias_strauchi	80.0	11.8
Eremias_stummeri	67.0	7.0
Eremias_suphani	63.0	5.8
Eremias_szczerbaki	65.5	6.6
Eremias_velox	94.0	19.0
Eremias_vermiculata	71.8	8.6
Eremias_yarkandensis	61.0	5.3
Eremiascincus_antoniorum	67.0	5.9
Eremiascincus_brongersmai	98.0	20.2
Eremiascincus_butlerorum	50.0	2.3
Eremiascincus_douglasi	82.0	11.3
Eremiascincus_emigrans	68.5	6.3
Eremiascincus_fasciolatus	123.4	42.4
Eremiascincus_intermedius	88.5	14.5
Eremiascincus_isolepis	75.0	8.5
Eremiascincus_musivus	59.2	4.0
Eremiascincus_pallidus	77.0	9.3
Eremiascincus_pardalis	75.0	8.5
Eremiascincus_phantasmus	92.5	16.7
Eremiascincus_richardsonii	127.0	46.6
Eremiascincus_timorensis	93.0	17.0
Eristicophis_macmahoni	719.0	199.6
Eroticoscincus_graciloides	35.0	0.4
Erpeton_tentaculatum	770.0	259.1
Erythrolamprus_aesculapii	927.0	139.2
Erythrolamprus_albertguentheri	723.0	74.1
Erythrolamprus_almadensis	660.0	58.8
Erythrolamprus_andinus	700.0	68.3
Erythrolamprus_atraventer	455.0	38.7
Erythrolamprus_bizona	1000.0	168.7
Erythrolamprus_breviceps	607.0	47.6
Erythrolamprus_carajasensis	429.0	19.7
Erythrolamprus_ceii	524.0	32.8
Erythrolamprus_cobella	875.0	120.2
Erythrolamprus_cursor	671.0	104.8
Erythrolamprus_dorsocorallinus	639.0	54.2
Erythrolamprus_epinephelus	800.0	95.8
Erythrolamprus_festae	720.0	73.3
Erythrolamprus_frenatus	560.0	38.8
Erythrolamprus_guentheri	650.0	56.6
Erythrolamprus_ingeri	630.0	52.3
Erythrolamprus_jaegeri	676.0	62.5
Erythrolamprus_janaleeae	509.0	51.6
Erythrolamprus_juliae	458.0	39.4
Erythrolamprus_longiventris	476.0	25.7
Erythrolamprus_maryellenae	325.0	9.8
Erythrolamprus_melanotus	704.0	69.3
Erythrolamprus_mertensi	395.0	16.0
Erythrolamprus_miliaris	684.0	110.0
Erythrolamprus_mimus	1000.0	168.7
Erythrolamprus_mossoroensis	1232.0	286.3
Erythrolamprus_ocellatus	545.0	36.2
Erythrolamprus_ornatus	610.0	82.1
Erythrolamprus_perfuscus	797.0	162.8
Erythrolamprus_poecilogyrus	700.0	68.3
Erythrolamprus_problematicus	275.0	6.4
Erythrolamprus_pseudocorallus	933.0	141.5
Erythrolamprus_pyburni	357.0	12.4
Erythrolamprus_pygmaeus	247.0	4.9
Erythrolamprus_reginae	810.0	98.8
Erythrolamprus_sagittifer	1020.0	177.3
Erythrolamprus_semiaureus	1000.0	168.7
Erythrolamprus_subocularis	370.0	13.6
Erythrolamprus_taeniogaster	738.0	133.7
Erythrolamprus_taeniurus	882.0	122.7
Erythrolamprus_torrenicola	457.0	23.1
Erythrolamprus_trebbaui	570.0	40.5
Erythrolamprus_triscalis	710.0	70.8
Erythrolamprus_typhlus	853.0	112.7
Erythrolamprus_viridis	535.0	58.7
Erythrolamprus_vitti	496.0	28.5
Erythrolamprus_williamsi	495.0	28.3
Eryx_borrii	390.0	32.7
Eryx_colubrinus	900.0	355.9
Eryx_conicus	1000.0	480.8
Eryx_elegans	690.0	166.6
Eryx_jaculus	800.0	254.2
Eryx_jayakari	640.0	134.4
Eryx_johnii	1000.0	480.8
Eryx_miliaris	910.0	367.3
Eryx_muelleri	600.0	111.8
Eryx_somalicus	390.0	32.7
Eryx_tataricus	720.0	188.2
Eryx_whitakeri	790.0	349.8
Etheridgeum_pulchrum	143.0	1.4
Eublepharis_angramainyu	170.0	114.9
Eublepharis_fuscus	252.0	414.0
Eublepharis_hardwickii	112.0	29.5
Eublepharis_macularius	170.0	104.3
Eublepharis_satpuraensis	130.1	48.1
Eublepharis_turcmenicus	143.0	65.5
Eugongylus_albofasciolatus	213.0	247.4
Eugongylus_mentovarius	117.0	35.7
Eugongylus_rufescens	169.0	117.2
Eugongylus_sulaensis	137.0	59.5
Eugongylus_unilineatus	118.0	36.7
Eulamprus_heatwolei	100.0	21.5
Eulamprus_kosciuskoi	85.0	12.7
Eulamprus_leuraensis	85.0	12.7
Eulamprus_quoyii	127.0	46.6
Eulamprus_tympanum	100.1	21.6
Euleptes_europaea	44.0	2.1
